id,complexity,type,topic,image_url,question,choices
mqmVwGVPfup9yHq6,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_p4c934qj56cv24ph.png,is there a brown notebook of the same size as the purple metal object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
OhJ9UaQcW5aIzZl0,1,true-false,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ezd1go9cp3uclft9.png,is the number of tiny brown drums greater than the number of brown metal things?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
k6IhHXCgmCYMzUxy,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_krcl8gox2j0nc4h2.png,do the tiny sofa and the television have the same color?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
F4w3fstqWFMcuZfb,2,numeric,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_dwc10f768dkac5m5.png,what number of big metal things have the same shape as the tiny gray thing?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '3'}]"
tcEQV6xRR1e3NPnX,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_iivxo3zejj4u7wqg.png,how many metal things are either large cyan coffee tables or large red bookshelfs?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
boVuWRieLVOBrUFc,3,mcq,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5wzx9thtk9dbtpnt.png,there is a brown bird that is the same size as the purple object; what is its material?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
tjtWnmxgdapCnJU7,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_x25noz692c98wr03.png,does the purple metal thing have the same shape as the tiny cyan metal object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
AUdh2qPwyxq7H35m,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_f6n5agtzzzcm2qe1.png,how many other objects are the same material as the tiny blue coffee table?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
GUnZxqHwlL85yjIp,3,mcq,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_14k04r9wroxko8qz.png,what is the material of the purple pants?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
kbRZ7G95HZKcWDbA,3,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bl5856bd88qt5rph.png,what is the material of the big wrench that is the same color as the large rubber mechanic overalls?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
A9CJbEMdU6rCAePd,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8a83j0fk103yihpw.png,are there any other things that are the same color as the tire?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
GEEvT7h4d5yp9LIQ,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mqww7qairam546f5.png,is the color of the tiny metal sofa the same as the big sofa?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
dzpwziDWQSzFakqA,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_a3jrwt3l9ku6smdn.png,is there a television that has the same material as the large thing?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
eyUsS5hMvPcd8z72,4,mcq,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_f89s1en4k9y4ho58.png,what is the shape of the big object that is made of the same material as the gray flute?,"[{'key': 'a', 'value': 'drum'}, {'key': 'b', 'value': 'guitar'}, {'key': 'c', 'value': 'violin'}]"
x3Yyxp9H1TOci42C,2,numeric,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_niulwq4rojtfinbj.png,what number of objects are either bags or large objects?,"[{'key': 'a', 'value': '7'}, {'key': 'b', 'value': '6'}]"
oXYJ2RONJBBzRjpk,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1dq5eo1md8uxbpzz.png,is there any other thing that is the same material as the gray lunch box?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
yPVaN2P8z0kYvNks,1,true-false,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_40n9mksnkw3jz0an.png,is the color of the large metal thing the same as the rubber dog?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
UrNXoE8SfMcW9RV3,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_t8se10zyac6micpi.png,is the blue wrench made of the same material as the tiny mechanic overalls?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
VVHMLdW7b5o3U336,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_de79wxnq1pyar2qp.png,is there a green object that has the same shape as the cyan thing?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
0Ho6B5Popr5i1vkJ,2,numeric,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_i6lt04aqciq9wknc.png,how many things are either big cyan rubber rulers or big red rubber objects?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
3THBCzxJBxQ8G8Bz,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_j55k8g7nzkm61msm.png,are there any small gray things of the same shape as the cyan rubber object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
syzJcOVr0yq7adIl,2,numeric,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xpdynzkxt6h38ajc.png,what number of metal objects are flutes or drums?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '3'}]"
uv1oG8TWoD4CZedJ,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vm9zjb8ee6riqo36.png,how many large cyan metal things are there?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '2'}]"
9dRwYxuXQN6P9lTF,4,mcq,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7kfxooo30vc359iw.png,there is a rubber object that is the same shape as the small metal object; what is its color?,"[{'key': 'a', 'value': 'red'}, {'key': 'b', 'value': 'yellow'}, {'key': 'c', 'value': 'gray'}]"
wkJUB908GN99ezdz,2,numeric,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_76xud03brrbsjmtb.png,what number of other tiny objects are the same shape as the small blue metal thing?,"[{'key': 'a', 'value': '5'}, {'key': 'b', 'value': '3'}]"
t9hBejx5g1JoaYF6,1,true-false,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kesmhuigcnhklqde.png,are there any other things that have the same color as the metal fork?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
uohVsnNmHIZZsYfY,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1uvygbir5if0clbs.png,is there any other thing that is the same color as the tiny metal lunch box?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
gTwkRK4KJleKI0W2,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hk12m7oxt9g14xo7.png,what is the size of the rubber thing that is the same color as the television?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
JXRjimXJxR2YyELv,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_78wvhbojuq44c7zk.png,are there any red traffic cones of the same size as the cyan traffic cone?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
YW1SukZwqlF0xrHV,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xf1wfk07w9c62ixu.png,is the purple rubber television the same size as the brown thing?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
M3fTIoJ2ImMf5mqB,3,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wa67uw0mmmqa0jx7.png,the object that is the same color as the rubber screwdriver is what size?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
fWwASA9OVpUzIJGL,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1zj4fp1zbo1izd5p.png,do the metal bulldozer and the blue crane have the same size?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
BrTKnKaXBELQlY9X,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_594a7k23wkehqhpk.png,is the blue thing the same size as the gray metal object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
LtUB4hvqsotpCSA6,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_z735bv8bsik27zbl.png,what color is the small television that is made of the same material as the yellow coffee table?,"[{'key': 'a', 'value': 'blue'}, {'key': 'b', 'value': 'gray'}, {'key': 'c', 'value': 'yellow'}, {'key': 'd', 'value': 'green'}, {'key': 'e', 'value': 'brown'}]"
ZPzdyB2b27k6qGiI,2,numeric,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bsztlh2queswe3a6.png,what number of big things are there?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '3'}]"
EhxtDdESmdLyHQ5U,4,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_d90eubyd53i9nv20.png,the large metal injection is what color?,"[{'key': 'a', 'value': 'green'}, {'key': 'b', 'value': 'brown'}, {'key': 'c', 'value': 'gray'}]"
W4TBQtjRU9Z4dmCI,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jiwpolu7i7skk7d6.png,does the tiny blue rubber object have the same shape as the purple object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
Y0bLQYopnr22juCh,2,numeric,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bq6do10afvrapn4d.png,how many rubber things are tiny cyan spatulas or big things?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
AtyfQshumzS601yh,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8418o9m6q3m9yx8t.png,are there more green metal tires than metal objects?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
NcryVbnjDeYQEB3q,2,numeric,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2gby0z38sin437t5.png,how many rubber notebooks are there?,"[{'key': 'a', 'value': '5'}, {'key': 'b', 'value': '3'}]"
Kxt6fHhXpGx4f7Sn,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ukbuqkegz641oywb.png,what is the size of the rubber object that is the same color as the large rubber television?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
K2R53a0kgrXpM1ZQ,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_llvogvil9r9hoxxw.png,how many big objects are televisions or brown sofas?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
nCm137UiIebr33e9,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hbnf1lawu1js7xxr.png,what number of small things are either yellow coffee tables or gray things?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '2'}]"
mDB5YC5A7zwhMnNd,1,true-false,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6ocmh7x9p6xz5wy7.png,are there fewer small brown rubber objects than tiny blue rubber cats?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
jHK52OiuoedpWy0P,2,numeric,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_es1i35o9bwpza0vt.png,how many big blue things are there?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '2'}]"
kPnkxLxR4YMfqS54,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3gmp3fgsxumq97hk.png,is there a yellow stethoscope?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
x4nabDMhSipDaTh4,2,numeric,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wy870834sym7gzdm.png,what number of other green shoes have the same material as the large shoe?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
d31ktWljJeeExyWJ,4,mcq,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wca00299f9rpzbam.png,the large rubber bedouin tent has what color?,"[{'key': 'a', 'value': 'green'}, {'key': 'b', 'value': 'purple'}, {'key': 'c', 'value': 'gray'}]"
w3DSLRV8aY9pJ4oR,1,true-false,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_eg855x4zftpftdia.png,are there fewer large spatulas than cyan rubber teapots?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
s8C5JpcDIf3dxNZr,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ssd4simgqv9fsm9u.png,are any large green bags visible?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
MDCvI8baCCciZD0r,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3aarx9gvzxt34zyz.png,what is the large stethoscope made of?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
zZhdAWJVJA5zYI3X,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_nyrzyc7sq3g62z9m.png,is there a tiny blue object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
QLjATRqiHiFGrLcE,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ut3zbwex8ui48z2o.png,is the brown metal wrench the same size as the purple metal object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
4RZ0ZOD8xS8JiAEy,2,numeric,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_deiqatp8dm2d11ar.png,what number of other things are made of the same material as the large purple thing?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '5'}]"
ZVpnl0qEpIzZaGun,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_s592981qae81og5a.png,is there a big red thing that has the same shape as the big yellow metal object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
44ckMg08ZJGZWUAl,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fowx3h3tb5qzfnyy.png,is there a blue thing that has the same shape as the big red rubber object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
Uo58lX9qebo6BEn7,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bna2i1ghgafu3ckp.png,are there more small blue rubber bookshelfs than big cyan rubber coffee tables?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
k6bur4uqdQHLZDXL,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hr5mpo80nbbi9qgv.png,how big is the brown thing?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
jtUd9ODhrshSIdmt,4,mcq,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vueqauc1nbglu2r8.png,what color is the metal mic?,"[{'key': 'a', 'value': 'cyan'}, {'key': 'b', 'value': 'yellow'}, {'key': 'c', 'value': 'gray'}]"
tcLgQItPjvhp2mi2,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bkcccxnguxbilo6n.png,is there any other thing that is the same color as the big hammer?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
PmVnhOyyHbv2QKdS,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bpalyzfftnwfxoxx.png,is there anything else of the same color as the backpack?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
iRU1n0634h4QP6HC,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hbafh0be3nrul4tz.png,is there another small object of the same shape as the small red thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
HCOgeGZFpTfqlyvt,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_953rp0nh2ghyurv4.png,what number of things are there?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '3'}]"
2Ep22qkZ09kPohHX,2,numeric,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6t56f8nz2lbatgz5.png,how many metal objects have the same color as the large chair?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
j13Z6EROs5OmWWBY,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_928rx2nnfqs1c56e.png,are there any other things that are made of the same material as the big red bulldozer?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
as9xiJVNNpnU54aq,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qpcz2vg0oehhy9rb.png,does the yellow metal thing have the same shape as the small blue metal thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
movb7P4dCcoXnZyO,2,numeric,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xf98nzbv2nkrfgnd.png,how many other metal things are the same shape as the small brown thing?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '2'}]"
RGk9OH4mHnftqGo8,1,true-false,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xm5olp8crbslvwkx.png,does the yellow object have the same shape as the brown metal object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
KVag3YbtKVtIILHo,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ozfx2k55uhdu1jqn.png,are there any other things that are the same shape as the large gray object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
UtYCLJpjDAejTJ7q,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_safzwi3xglpxorx4.png,are there any other things that have the same material as the green floor lamp?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
5TiicTmPfOvyFiSp,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_akpiyjf1oj6rbg0s.png,is the color of the tiny metal object the same as the coffee table?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
So7cBdzf1tDkqRBn,2,numeric,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7p2ssmcc7z08fg9y.png,how many things are there?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '3'}]"
2U4SfpXl6yvXaxA8,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_pmwxxjkp1jz93k28.png,does the big shoe have the same color as the metal hat?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
uqBcAMs97KTTApTW,2,numeric,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ucib7c2n3kv92fcy.png,what number of other things are there of the same shape as the purple metal object?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '2'}]"
VBQIpHrayofsGTq3,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8j0gguvjuvbiktra.png,is the number of tiny cyan objects less than the number of small brown things?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
kBg4rGeTmuOewGQD,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g6mavxum6zccu9wx.png,is there anything else that has the same material as the yellow object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
RqJsPp0ORwN6pxEO,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_28j8a3m2sw2yy1s4.png,is there another tiny yellow metal object of the same shape as the tiny yellow metal thing?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
lR4T7PiOkZFdNwsN,4,mcq,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g5ptpwtuq174fpb5.png,what color is the metal object that is the same size as the brown metal rabbit?,"[{'key': 'a', 'value': 'purple'}, {'key': 'b', 'value': 'yellow'}, {'key': 'c', 'value': 'cyan'}, {'key': 'd', 'value': 'green'}]"
6OfJ2NqaBMJmAwxK,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_15vffxah2zbnlum1.png,is the rubber hard hat the same color as the small rubber crane?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
PZLLhtrdphRXtTfH,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_m3bvnryxcjhqs04w.png,there is a yellow thing that is the same size as the purple metal bookshelf; what material is it?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
yvXfOjKcdfmWB1ZQ,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_d1h3lhm5bovqkft3.png,is there any other thing that is the same color as the big tire?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
RcOxLvb97KppErc4,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_crud062nqqhtow4p.png,there is a green thing that is the same shape as the big brown rubber object; what is its size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
jEKVX7RisvcecmlY,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_f13n5ozcgpxq8ci5.png,is the big rubber wrench the same color as the large hammer?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
VsSnWTA42czRaF1Y,2,numeric,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_yuddzt7hw601xo4l.png,what number of big cyan lunch boxes are there?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
NaDZl6OuMq14L3LT,3,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gutirqudhjrps43p.png,what size is the gray thing that is made of the same material as the gray crane?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
F48UQlrWgynGbYS5,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_04y5ec3g8p8a1r3v.png,what is the material of the sofa that is the same color as the coffee table?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
krZZ1qM0wXAHOCYG,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_l52f03hiket2oa3b.png,what number of other objects are there of the same size as the green metal sofa?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
LEuEGjCqpRlxv8iA,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ysqhn1697zekv922.png,are there any other things that have the same material as the tiny shoe?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
